Order date,product key,customer key,region key,order quantity
43468,166,16642,5,6
43468,208,28911,5,10
43468,33,13686,10,2
43469,221,28419,3,20
43469,151,23902,10,5
43469,265,13819,1,18
43469,174,11178,10,17
43469,225,23675,7,13
43469,100,27893,9,11
43469,100,21066,10,8
43469,54,23818,8,13
43469,88,20129,3,12
43469,103,18178,7,8
43469,118,16251,9,17
43469,238,23786,3,4
43469,265,25558,1,18
43469,209,25929,3,6
43469,120,28672,8,16
43469,281,27658,4,3
43469,47,25867,7,16
43469,80,18342,10,3
43469,2,25870,9,12
43469,143,11722,8,20
43469,1,14893,3,7
43469,258,29308,2,11
43469,217,14740,2,18
43469,144,23999,6,10
43469,209,14241,6,11
43469,65,16945,1,17
43469,283,16597,7,18
43469,56,15820,6,17
43469,235,13877,9,9
43469,291,22109,8,15
43469,182,27980,6,20
43469,188,22803,6,9
43469,257,27393,4,1
43469,168,13876,4,8
43469,54,13545,1,13
43469,105,22991,5,19
43469,183,13157,1,12
43469,214,17080,9,6
43469,193,20741,7,3
43469,249,13180,4,6
43469,53,28289,5,10
43469,44,15684,6,20
43469,62,22148,5,13
43469,26,21046,8,1
43469,104,16456,6,8
43469,240,19400,9,11
43469,246,15333,3,14
43469,236,16720,5,8
43469,261,28968,6,8
43469,56,16022,10,1
43469,192,12259,5,3
43469,239,14303,10,7
43469,52,18948,9,6
43469,181,23879,9,5
43469,64,22186,4,18
43469,67,26130,10,6
43469,106,24235,7,1
43469,288,29062,7,18
43470,123,23378,6,3
43470,38,20211,6,5
43470,218,11400,3,3
43470,142,22106,5,13
43470,287,17234,9,12
43470,12,19530,10,18
43470,289,17622,10,5
43470,119,14593,7,11
43470,46,25683,6,2
43470,115,12095,3,20
43470,61,23023,9,2
43470,16,23646,9,9
43470,44,22344,10,12
43470,47,26984,2,16
43470,170,16671,5,19
43470,163,11218,8,14
43470,48,19338,1,20
43470,261,14194,8,11
43470,246,26741,1,11
43470,221,17415,5,9
43470,58,16310,1,11
43470,99,24727,8,12
43470,243,11142,7,19
43470,204,15673,2,2
43470,16,22873,9,19
43470,289,18977,4,15
43470,155,27414,8,3
43470,14,21376,9,6
43470,255,23870,8,2
43470,74,18852,8,13
43470,124,14327,8,11
43470,281,24276,10,4
43470,63,25998,10,10
43470,92,24306,5,11
43470,172,14196,4,3
43470,244,16291,3,19
43470,149,23552,5,7
43470,135,19472,2,20
43470,153,25601,2,17
43471,232,26092,5,6
43471,56,21730,3,3
43471,55,20002,2,6
43471,276,14031,5,11
43471,57,15503,8,16
43471,280,21508,8,3
43471,291,18499,1,20
43471,123,25958,8,3
43471,44,20778,4,16
43471,90,19273,9,18
43471,129,15938,8,11
43471,87,27487,2,1
43471,98,17368,6,15
43471,195,15181,4,1
43471,73,20968,7,11
43471,278,24530,2,15
43471,256,22048,6,12
43471,116,23816,3,4
43471,75,24488,10,2
43471,37,15245,7,8
43471,120,18224,5,7
43471,220,22779,8,4
43471,89,21614,5,9
43471,54,12510,6,2
43472,105,25923,10,10
43472,183,25289,1,17
43472,186,27831,1,19
43472,115,25031,6,14
43472,266,25578,2,2
43472,63,12117,1,13
43472,216,29450,8,8
43472,291,13099,2,2
43472,232,24635,7,7
43472,146,16283,7,18
43472,81,12313,9,7
43472,250,24884,2,17
43472,45,11285,3,6
43472,284,27206,10,1
43472,86,20292,9,2
43472,174,26002,8,6
43472,96,23617,8,8
43472,138,23871,5,7
43472,216,11001,9,7
43472,35,16096,2,17
43472,168,21650,6,1
43472,36,29248,1,16
43472,102,24196,1,12
43472,34,15731,2,11
43472,17,18827,10,13
43472,10,23177,5,2
43472,7,16172,9,1
43472,61,20517,9,10
43472,117,19033,8,18
43472,164,29407,10,10
43472,82,29414,7,7
43472,11,18312,10,1
43472,54,19121,2,13
43472,196,15712,7,3
43472,274,14821,9,8
43472,224,22214,7,15
43472,282,23248,6,10
43472,100,16834,5,15
43472,159,22880,6,20
43472,116,11934,9,3
43472,114,15478,5,9
43472,146,28530,1,12
43472,147,18396,5,11
43472,145,28450,4,12
43472,293,29175,2,9
43473,121,24190,8,16
43473,213,26226,2,3
43473,244,13430,7,16
43473,136,19266,9,16
43473,5,14058,1,8
43473,98,11503,3,7
43473,53,26168,10,18
43473,159,12978,8,20
43473,40,24259,4,1
43473,266,23539,1,6
43473,171,16574,9,16
43473,97,22145,6,10
43473,92,16855,9,15
43473,115,27373,2,16
43473,56,27514,3,19
43473,238,25643,10,19
43473,240,13513,4,12
43473,278,17160,3,19
43473,248,18059,9,13
43473,259,21448,3,16
43473,96,26224,10,18
43473,201,15257,7,3
43473,132,17525,7,5
43473,36,20453,8,11
43473,162,24758,3,16
43473,71,14879,7,8
43473,52,26336,5,10
43473,5,14784,3,12
43473,200,16457,4,2
43473,75,25130,10,1
43473,88,23559,6,20
43473,217,22112,2,4
43473,97,12178,9,4
43473,276,15501,3,1
43473,26,24262,4,9
43473,12,28101,6,8
43473,248,16387,8,7
43473,109,14151,7,4
43474,127,26686,5,7
43474,45,23536,2,11
43474,140,16006,6,10
43474,36,22876,2,12
43474,166,26423,2,15
43474,111,23432,5,10
43474,233,13225,1,11
43474,176,17691,3,4
43474,230,20984,7,14
43474,195,19249,2,8
43474,98,18558,7,3
43474,251,17892,6,20
43474,33,25329,1,16
43474,187,17445,1,20
43474,289,13340,6,14
43474,55,20135,9,18
43474,70,21986,9,15
43474,272,21863,7,5
43474,184,18910,9,15
43474,228,15687,6,7
43474,250,11299,1,17
43474,130,14646,3,4
43474,44,26893,8,16
43474,38,27760,6,3
43474,256,27864,2,5
43474,31,13949,4,1
43474,67,25485,6,18
43474,64,13001,6,5
43474,234,27525,3,9
43474,273,23611,7,7
43474,38,25624,1,16
43474,216,12371,6,14
43474,125,26302,7,11
43474,109,23539,9,8
43474,47,25486,10,1
43474,216,19589,7,10
43474,225,16881,1,2
43474,44,14247,6,4
43474,161,26345,7,15
43474,178,22221,5,2
43474,93,17427,4,9
43474,205,24100,4,17
43474,45,15199,2,7
43474,37,21447,5,2
43474,82,23858,6,16
43474,124,12205,8,4
43474,222,13531,8,7
43474,227,20228,2,13
43474,185,19912,9,14
43474,128,20635,9,3
43474,169,25430,7,16
43474,125,19677,5,2
43474,18,14221,8,14
43474,270,21499,7,20
43474,244,20367,9,6
43474,260,28382,10,9
43474,252,22195,8,5
43474,219,23817,6,3
43475,19,15219,6,19
43475,221,20943,1,6
43475,40,26114,1,3
43475,77,15641,9,8
43475,203,27808,9,5
43475,290,19054,3,3
43475,240,25015,8,14
43475,68,19172,3,3
43475,152,11270,2,12
43475,155,14331,6,2
43475,244,24192,5,8
43475,121,22708,1,17
43475,9,13983,5,3
43475,105,28665,7,5
43475,259,26706,8,13
43475,142,17121,9,16
43475,83,14795,5,15
43475,212,29405,7,7
43475,222,15922,9,20
43475,152,18670,6,6
43475,268,26119,10,3
43475,173,19624,5,13
43475,186,14818,8,14
43475,126,25750,8,9
43475,117,22072,3,2
43475,21,12208,9,4
43475,260,18274,10,13
43475,264,26545,3,11
43475,18,19400,1,17
43475,165,23221,1,20
43475,241,29032,1,9
43475,32,28005,1,7
43475,44,16596,2,17
43475,22,19443,6,8
43476,37,13821,1,17
43476,260,27043,4,11
43476,201,11609,9,13
43476,189,17127,9,8
43476,245,14007,7,3
43476,13,23557,10,5
43476,172,13235,9,8
43476,282,17934,8,12
43476,233,25306,7,9
43476,223,20788,3,5
43476,63,21578,10,9
43476,221,28537,9,12
43476,288,24982,8,1
43476,151,25709,8,4
43476,23,22046,5,13
43476,207,23887,4,8
43476,209,26279,6,5
43476,127,13844,7,20
43476,243,22948,8,18
43476,203,29467,4,17
43476,254,14883,1,13
43476,202,19620,8,8
43476,64,13669,3,12
43476,90,16984,2,4
43476,18,28131,8,20
43476,106,16065,4,16
43476,112,24754,7,2
43476,65,22803,8,17
43476,288,19174,9,3
43476,69,21388,4,9
43476,187,19735,6,10
43476,260,18069,8,6
43476,139,12404,10,5
43476,147,12174,8,20
43476,86,25719,7,11
43476,161,11136,9,16
43476,281,11775,7,8
43476,221,23443,6,10
43476,72,19107,2,5
43476,69,16038,1,15
43476,5,20236,4,16
43476,25,11469,10,7
43476,266,25781,9,10
43476,210,26116,6,4
43476,247,23173,3,2
43476,210,13021,9,20
43476,257,11894,3,11
43476,3,18181,2,2
43476,227,24198,1,18
43476,61,21937,9,10
43476,232,27678,4,14
43476,132,27850,4,19
43476,204,26996,3,18
43476,144,20849,9,1
43476,36,17989,1,12
43476,52,20750,4,11
43476,260,13127,3,17
43476,29,12477,5,14
43476,59,28659,2,20
43476,52,11957,8,18
43476,79,27423,2,10
43476,162,27603,3,5
43476,225,21162,6,17
43476,77,28450,6,6
43476,36,23120,10,12
43476,74,21604,2,11
43476,66,22016,1,15
43476,169,17115,6,6
43476,12,13650,3,14
43477,50,28317,1,3
43477,183,14992,6,6
43477,202,12463,7,9
43477,179,15246,2,2
43477,75,20144,2,19
43477,152,22839,3,13
43477,1,16366,10,15
43477,76,22658,5,10
43477,136,12409,6,12
43477,292,17566,1,17
43477,235,27476,7,12
43477,112,18940,2,3
43477,266,22371,3,16
43477,75,11258,5,2
43477,107,14006,4,2
43477,210,12460,9,20
43477,285,27503,10,3
43477,194,28830,7,1
43477,35,19266,5,14
43477,230,11767,4,8
43477,260,27046,1,6
43477,45,27523,7,16
43477,170,18606,4,15
43477,116,14980,2,14
43477,199,13322,7,11
43477,250,13466,1,1
43477,256,18355,4,14
43477,276,11889,1,10
43477,276,18452,2,10
43477,77,28307,1,11
43477,177,11353,5,1
43477,257,28007,1,11
43477,54,24843,10,12
43477,106,16056,6,12
43477,144,20768,2,14
43477,245,26363,7,20
43477,252,21372,4,20
43477,186,23178,2,3
43477,249,25890,3,11
43477,287,29175,1,12
43477,12,11158,8,9
43477,153,13891,3,7
43477,203,14604,4,10
43477,109,27798,6,20
43477,42,23008,9,10
43477,190,13987,9,15
43477,98,14392,6,5
43478,266,25798,1,16
43478,152,29416,1,4
43478,103,13238,1,3
43478,217,15253,9,8
43478,165,27432,6,15
43478,102,26437,1,19
43478,103,19880,5,10
43478,243,13387,7,2
43478,276,23617,4,14
43478,4,20040,1,9
43478,180,23333,8,8
43478,86,11704,6,16
43478,171,19420,8,12
43478,256,29134,3,17
43478,228,14894,10,9
43478,51,13885,4,13
43478,235,28592,2,6
43478,161,23362,5,13
43478,32,24212,4,20
43478,291,11170,1,20
43478,137,26976,2,18
43478,131,14584,3,13
43478,159,17429,1,18
43478,214,16713,6,2
43478,215,13199,10,8
43478,152,14793,1,9
43478,235,16341,4,20
43478,134,16363,5,15
43478,57,13016,6,13
43478,111,11512,7,7
43478,158,16449,7,17
43478,73,26026,1,17
43478,83,26809,8,4
43478,170,17597,7,7
43478,63,22202,9,11
43478,226,19173,2,9
43478,234,27802,4,2
43478,261,12050,9,6
43478,245,25598,5,18
43478,236,23523,5,6
43478,254,14105,3,4
43478,240,20478,8,14
43478,49,28811,2,5
43478,265,21845,7,9
43479,245,17290,4,11
43479,27,27105,5,7
43479,125,27106,4,16
43479,197,17237,5,3
43479,201,25251,5,1
43479,100,13276,6,16
43479,107,19173,3,19
43479,26,26565,3,20
43479,288,24231,8,1
43479,235,25185,3,18
43479,134,12071,8,2
43479,182,28141,1,4
43479,105,28053,9,2
43479,167,26459,6,15
43479,169,21619,5,8
43479,264,29150,10,15
43479,59,11284,9,4
43479,224,13758,4,3
43479,171,26690,10,18
43479,45,25562,5,13
43479,273,27086,2,5
43479,259,19943,2,13
43479,69,20833,3,8
43479,69,26873,8,16
43479,35,13147,1,10
43479,200,20829,8,3
43479,39,21612,6,14
43479,56,22169,3,19
43479,230,18587,3,19
43479,195,14197,10,20
43479,29,29001,9,17
43479,24,17840,6,4
43479,176,23241,10,12
43479,98,12924,8,7
43479,98,28658,6,15
43479,251,13332,8,7
43479,82,12439,8,11
43479,198,17280,2,2
43479,76,28469,2,19
43480,113,26076,2,2
43480,123,18923,7,10
43480,36,12272,9,8
43480,217,11726,4,16
43480,167,24416,9,12
43480,244,24944,4,18
43480,29,26679,8,5
43480,134,26508,10,7
43480,205,23287,3,17
43480,36,19850,5,6
43480,291,13043,4,6
43480,283,19805,5,16
43480,196,12191,5,14
43480,181,22199,7,4
43480,26,23613,3,7
43480,183,13706,10,1
43480,90,24557,10,17
43480,191,20435,9,13
43480,36,28198,3,13
43480,230,15062,5,8
43480,279,24384,3,8
43480,172,27811,4,3
43480,235,24744,9,7
43480,132,19664,6,2
43480,164,25453,2,2
43480,76,25429,3,2
43480,13,23856,5,20
43480,71,25064,3,17
43480,290,27312,3,19
43480,167,22137,8,9
43480,105,12628,8,13
43480,110,28186,3,9
43480,87,21932,5,7
43480,16,23770,1,20
43480,247,25761,8,2
43480,49,28397,1,19
43480,154,22181,2,18
43480,146,16994,4,4
43480,53,28306,4,2
43480,99,20105,9,18
43480,8,12707,4,14
43480,114,16081,8,18
43480,185,12325,3,14
43480,287,27029,1,5
43480,144,25503,7,3
43480,78,19191,7,8
43480,10,16436,10,2
43480,26,28937,9,13
43480,82,16684,6,8
43480,258,16920,4,16
43480,132,20476,7,12
43480,143,17858,5,12
43480,137,11760,4,5
43480,89,26061,7,3
43480,2,15565,6,10
43480,237,16180,4,12
43480,272,25470,9,5
43480,200,27123,9,18
43480,236,24521,1,1
43481,226,18298,9,13
43481,176,16710,2,5
43481,231,21469,9,2
43481,128,25745,1,15
43481,122,22072,3,7
43481,61,22482,10,13
43481,255,29358,2,17
43481,39,15404,9,18
43481,58,16308,6,11
43481,156,16209,3,15
43481,149,21748,5,20
43481,222,12382,8,13
43481,171,29451,4,11
43481,189,13904,3,18
43481,89,23483,3,13
43481,220,27188,8,5
43481,210,15201,2,16
43481,65,27021,8,7
43481,238,19960,9,20
43481,9,13752,5,8
43481,42,20102,1,17
43481,150,27417,2,11
43481,228,17092,8,12
43481,152,20546,10,9
43481,142,26885,5,1
43481,155,13618,1,4
43481,87,20204,5,18
43481,118,25048,8,18
43481,229,12850,7,10
43481,111,22552,1,20
43481,185,25591,3,18
43481,38,15110,3,4
43481,86,16834,7,7
43481,11,14457,8,2
43481,163,28116,5,4
43481,53,26143,6,15
43481,273,23586,4,6
43481,234,20517,6,13
43481,134,14605,7,15
43481,171,14683,4,18
43482,113,14796,1,20
43482,1,22348,3,1
43482,264,21940,1,9
43482,46,21665,5,1
43482,104,11929,1,14
43482,82,11485,3,16
43482,258,17533,4,18
43482,212,22367,3,8
43482,13,23155,7,12
43482,156,11351,6,12
43482,211,20060,5,20
43482,277,26682,9,6
43482,243,23003,1,6
43482,273,18714,3,10
43482,151,13965,6,8
43482,27,13943,3,18
43482,68,19203,5,20
43482,21,19224,2,7
43482,177,19450,2,15
43482,156,21697,9,19
43482,65,28817,9,1
43482,180,20809,2,3
43482,48,14155,5,19
43482,183,20337,1,11
43482,16,13453,2,5
43482,265,19526,7,9
43482,35,14568,5,1
43482,83,26808,6,4
43482,55,20615,6,9
43482,42,25647,6,11
43482,140,13731,1,9
43482,205,13557,8,8
43482,16,17892,6,18
43482,137,13784,3,10
43482,84,19075,9,9
43482,278,28887,8,8
43482,192,23726,2,18
43482,82,24068,7,3
43482,178,19110,6,3
43483,97,28621,9,12
43483,286,19497,8,6
43483,7,18210,6,1
43483,23,21507,9,8
43483,147,22811,4,6
43483,277,13644,9,15
43483,118,18026,7,15
43483,267,21789,2,4
43483,91,22179,8,14
43483,27,19002,7,14
43483,289,24871,5,6
43483,152,18946,1,8
43483,243,24625,4,14
43483,228,19732,4,20
43483,225,12372,7,15
43483,251,12255,5,4
43483,273,28990,1,13
43483,183,12286,3,9
43483,55,24531,5,13
43483,268,27060,5,1
43483,54,22429,9,2
43484,188,22620,7,9
43484,158,23913,6,6
43484,212,17028,6,4
43484,51,13495,3,4
43484,154,14448,8,19
43484,190,15835,9,16
43484,58,28094,4,1
43484,83,25644,5,18
43484,79,11336,2,17
43484,277,14164,2,20
43484,135,15864,2,4
43484,85,28762,9,10
43484,180,27082,10,14
43484,114,21805,4,12
43484,291,11958,5,6
43484,184,13227,4,19
43484,65,12174,1,12
43484,137,21488,7,12
43484,200,16446,2,1
43484,268,14455,7,15
43484,193,13912,6,7
43484,214,28755,10,7
43484,89,23056,8,4
43484,16,15674,3,6
43484,104,11075,7,15
43484,131,26119,8,12
43484,201,13635,9,12
43484,37,16874,4,10
43484,102,27359,6,11
43484,112,12076,1,16
43484,185,15037,6,10
43484,152,11006,4,3
43484,24,16592,4,13
43484,35,25600,5,14
43484,237,14971,9,11
43484,64,25063,10,7
43484,22,23425,10,12
43485,101,19675,3,14
43485,197,21931,6,16
43485,41,19096,9,3
43485,215,23759,7,19
43485,223,18697,6,7
43485,227,28754,2,17
43485,141,20078,5,16
43485,185,22815,9,9
43485,256,16552,2,14
43485,217,14986,2,12
43485,162,18375,6,16
43485,20,13987,8,19
43485,20,15753,9,8
43485,90,16538,3,11
43485,174,24380,6,17
43485,263,19386,5,6
43485,3,12363,9,19
43485,116,21979,8,11
43485,281,26989,5,2
43485,102,19992,2,5
43485,162,20316,10,15
43485,200,26523,3,1
43485,225,27436,7,19
43485,198,16341,10,14
43485,143,28466,1,17
43485,273,12423,8,10
43485,119,29402,3,6
43485,277,11412,5,15
43485,4,24791,9,16
43485,125,18431,6,4
43485,117,28219,10,1
43485,278,13855,9,10
43485,54,28645,1,2
43485,188,26075,4,4
43485,196,21644,9,1
43485,269,14976,2,3
43485,10,14364,3,7
43485,276,13965,5,14
43485,13,24802,7,6
43485,56,20516,9,9
43485,121,16176,2,14
43485,204,28577,1,19
43485,223,22645,9,7
43485,199,15270,9,4
43485,166,23375,9,12
43485,56,24000,4,9
43485,251,20164,3,2
43485,274,17295,5,19
43485,6,21540,6,4
43485,233,25129,5,20
43485,238,13549,4,2
43485,249,11258,10,3
43485,3,21029,9,17
43485,246,27949,2,13
43485,247,17537,1,12
43485,230,12939,7,8
43485,84,26721,10,11
43485,183,16010,8,4
43485,72,28252,9,13
43485,22,22298,5,16
43485,91,19035,2,5
43485,25,20274,1,6
43485,111,17982,6,1
43485,245,29269,2,5
43485,72,18116,9,3
43485,293,27601,2,20
43485,159,24666,9,11
43485,211,14158,2,15
43485,49,17979,8,17
43485,69,14232,6,10
43485,55,24749,9,3
43485,119,24691,7,17
43486,258,12204,9,20
43486,113,11241,6,4
43486,185,19715,5,10
43486,45,11041,10,11
43486,198,26547,5,3
43486,272,14845,8,18
43486,33,17684,3,6
43486,155,16260,5,2
43486,163,20225,8,15
43486,12,23743,3,5
43486,28,13653,8,11
43486,104,14626,3,20
43486,30,15475,2,13
43486,182,26689,3,12
43486,228,13607,3,3
43486,290,23965,8,12
43486,80,23408,8,12
43486,20,15379,8,20
43486,229,26699,5,1
43486,88,15920,7,12
43486,176,17405,7,2
43487,198,21722,1,16
43487,201,20734,8,5
43487,180,19879,5,2
43487,144,14598,2,13
43487,276,28760,8,5
43487,77,25741,3,16
43487,71,25613,9,1
43487,20,24346,2,19
43487,108,23529,10,6
43487,98,14689,10,2
43487,56,19995,4,18
43487,52,18037,6,3
43487,57,24237,9,11
43487,3,21196,8,8
43487,164,26612,8,6
43487,95,22774,4,19
43487,64,24508,2,14
43487,4,25178,3,12
43487,250,17951,10,9
43487,197,22449,10,11
43487,120,19266,10,11
43487,11,22256,7,2
43487,268,20301,1,6
43487,171,15138,9,4
43487,50,17458,4,2
43487,25,21589,9,12
43487,25,21730,8,10
43487,71,24604,5,12
43487,216,23401,1,15
43487,187,18240,6,9
43487,68,20966,6,11
43487,270,11814,2,6
43487,151,21679,3,20
43487,21,23111,8,16
43487,52,19388,1,5
43487,39,11142,3,14
43487,202,27498,10,8
43487,161,25780,1,6
43487,172,15887,3,19
43487,113,19743,7,12
43487,276,12024,10,10
43487,107,27554,8,15
43487,69,14042,5,7
43487,131,28659,7,8
43487,141,16670,2,6
43488,191,11892,8,4
43488,97,24301,7,10
43488,258,18509,9,2
43488,26,18110,7,11
43488,239,27490,1,1
43488,240,26349,5,2
43488,256,12859,8,7
43488,81,11164,3,7
43488,65,23252,6,12
43488,198,16284,6,4
43488,144,19341,4,6
43488,166,11342,3,18
43488,144,18981,5,17
43488,143,26915,3,2
43488,72,14647,4,20
43488,219,26367,6,11
43488,291,16255,1,13
43488,114,26658,4,7
43488,273,11838,4,14
43488,73,25386,6,20
43488,108,14740,10,14
43488,211,11982,10,16
43488,246,15171,5,3
43488,55,19869,5,14
43488,97,25681,3,10
43488,258,29230,2,15
43488,5,27789,8,14
43488,173,24443,1,7
43488,30,17546,2,5
43488,219,19621,8,8
43488,148,18057,10,4
43488,19,17147,5,3
43488,91,27031,3,7
43488,253,14187,9,15
43489,252,12344,10,18
43489,51,17865,5,18
43489,74,13246,6,9
43489,7,23401,6,20
43489,128,22245,8,6
43489,33,25350,2,11
43489,77,28234,10,17
43489,226,22821,1,10
43489,262,11853,5,8
43489,221,25369,1,20
43489,124,19265,8,9
43489,139,20478,7,15
43489,138,25687,3,20
43489,253,24375,8,15
43489,85,14520,7,3
43489,184,26830,10,18
43489,120,17104,2,11
43489,25,27543,1,11
43489,161,12008,10,7
43489,243,24517,2,13
43489,189,22797,1,15
43489,66,18210,5,11
43489,265,19474,2,11
43489,30,12427,3,16
43489,275,12337,2,9
43489,119,21318,7,3
43489,79,26417,7,20
43489,144,11022,4,1
43489,290,22489,5,18
43489,18,18517,8,11
43489,231,17767,8,6
43489,249,28119,7,11
43489,33,24028,9,7
43489,20,27088,7,5
43489,259,21597,8,16
43489,131,20475,10,14
43489,165,24399,8,16
43489,164,15998,4,19
43489,285,15514,2,10
43489,186,19799,5,7
43489,30,22250,7,10
43489,12,26419,3,2
43489,262,12984,8,13
43489,239,20502,7,10
43489,87,25530,9,9
43489,49,25499,9,18
43489,52,16939,10,11
43489,221,11526,3,9
43489,239,22513,6,13
43489,53,12463,10,11
43489,168,25383,5,16
43489,53,13804,5,8
43489,40,29000,10,4
43489,14,15411,2,19
43489,228,22671,6,15
43489,36,23834,5,5
43489,21,11772,5,13
43489,118,15920,6,15
43489,163,11371,10,4
43489,130,16305,5,8
43489,129,24760,1,7
43489,8,24658,10,7
43489,50,16421,7,15
43489,187,16036,4,16
43489,58,28907,6,7
43489,37,27435,6,14
43489,137,22350,7,19
43489,159,19251,7,16
43489,51,24043,8,2
43489,72,27418,2,3
43489,191,16306,2,3
43489,185,14508,5,6
43489,286,15501,9,4
43489,273,23513,4,12
43489,238,24894,10,16
43489,284,13469,3,4
43489,166,15670,4,9
43489,235,22967,3,6
43489,56,24171,10,8
43489,235,15175,2,15
43489,172,28630,8,14
43489,114,15290,3,19
43489,280,16467,5,3
43489,2,19345,10,11
43489,169,13672,7,5
43490,177,13772,2,16
43490,102,26387,3,10
43490,80,11132,7,10
43490,84,28873,4,15
43490,7,25753,5,10
43490,110,11833,1,6
43490,223,12829,1,5
43490,70,24128,1,5
43490,248,15598,1,8
43490,227,20050,9,13
43490,240,26153,1,18
43490,237,15275,1,19
43490,195,17705,7,12
43490,217,12129,10,8
43490,119,23777,2,18
43490,166,13321,9,10
43490,21,11897,7,11
43490,279,15675,7,14
43490,59,11234,2,18
43490,206,27706,9,20
43490,290,11704,7,8
43490,129,28197,2,6
43490,13,28267,5,1
43490,6,12626,6,10
43490,269,23712,1,7
43490,193,14576,5,12
43490,131,25567,5,15
43490,230,26929,2,2
43490,139,15430,9,8
43490,56,14562,1,8
43490,109,26113,8,19
43490,152,22680,1,8
43490,277,24540,7,12
43490,44,21742,5,20
43490,132,12744,3,15
43490,256,11922,5,4
43490,34,22167,7,10
43490,135,12765,4,17
43490,94,17149,9,6
43491,162,28890,4,20
43491,57,17403,4,20
43491,136,21379,8,12
43491,159,28616,2,13
43491,131,11554,2,8
43491,148,16449,7,6
43491,38,16773,2,7
43491,94,25492,4,8
43491,224,17375,6,15
43491,62,16486,7,4
43491,268,21373,6,20
43491,41,18713,10,14
43491,71,15551,5,9
43491,125,14368,1,19
43491,166,20083,6,4
43491,229,25381,4,1
43491,198,22331,3,3
43491,49,15952,10,5
43491,85,16744,5,11
43491,173,18521,1,4
43491,48,13442,7,9
43491,186,17977,5,18
43491,171,17812,4,8
43491,161,16245,7,9
43491,225,15481,10,17
43491,228,17401,5,6
43491,274,13354,1,1
43491,128,13661,9,20
43491,170,24267,5,3
43491,287,18426,3,20
43491,137,11334,5,2
43491,116,20613,1,2
43491,245,26366,6,20
43491,50,12234,7,13
43491,77,17933,1,2
43491,287,27247,7,5
43491,56,18074,2,3
43491,157,28387,2,3
43491,222,26600,9,6
43491,234,16222,2,13
