Order date,product key,customer key,region key,order quantity
43113,151,23270,9,12
43113,38,23638,7,20
43113,48,14725,1,11
43113,265,19881,2,10
43113,71,25824,6,3
43113,262,21882,8,19
43114,224,17772,1,18
43114,218,20439,7,7
43114,127,28427,8,15
43114,209,23437,10,18
43114,137,22923,2,16
43114,258,12276,9,15
43114,131,27555,3,3
43114,36,11696,6,8
43114,54,22357,1,12
43114,68,23908,7,1
43114,182,26079,8,20
43114,62,24013,6,4
43115,99,25009,2,2
43115,284,16504,7,15
43115,241,18448,1,2
43115,258,16339,5,11
43115,157,19405,3,19
43115,286,21084,7,5
43115,89,16127,4,17
43115,222,14188,3,9
43115,106,24092,1,2
43115,82,20284,7,3
43115,5,14711,6,8
43115,25,19002,7,8
43115,178,25795,3,12
43115,168,15250,10,18
43115,8,24964,7,12
43115,238,28592,1,10
43116,19,14993,9,6
43116,159,20860,4,8
43116,56,15251,1,4
43116,29,22096,2,4
43116,108,14445,1,8
43116,35,16397,6,16
43116,275,16436,1,4
43116,224,17772,1,8
43116,70,15915,4,16
43116,260,21160,8,15
43116,118,21305,6,8
43116,115,26355,5,17
43116,10,19074,3,14
43117,277,15969,10,12
43117,104,12154,3,6
43117,96,22397,1,15
43117,149,14415,1,9
43117,118,23660,3,11
43117,79,28022,10,12
43117,160,22914,9,10
43117,204,18995,10,1
43117,206,19429,2,4
43117,57,26763,6,11
43117,24,14676,9,16
43117,195,22961,2,4
43117,53,18323,1,10
43117,89,24221,2,4
43117,228,12643,8,1
43117,292,26912,6,20
43117,114,23747,1,8
43117,184,15811,4,20
43117,106,21287,6,18
43118,114,15493,4,5
43118,145,23147,3,2
43118,66,28734,5,14
43118,206,19429,2,4
43118,152,25312,10,10
43118,129,26711,8,1
43118,99,25009,2,13
43118,195,19621,7,2
43118,174,15192,6,8
43118,117,13179,7,1
43118,225,23405,3,2
43118,256,21700,10,9
43118,135,20886,9,15
43118,77,19156,10,19
43119,1,16600,8,11
43119,96,19925,7,18
43119,220,22181,8,2
43119,267,11250,2,15
43119,160,12853,8,11
43119,259,25723,3,5
43119,78,23819,6,2
43119,257,21712,5,4
43119,145,23243,7,17
43119,154,19059,1,19
43120,44,13804,3,7
43120,123,18514,10,16
43120,182,22231,8,3
43120,242,12386,4,10
43120,264,20032,7,11
43120,252,19474,2,13
43120,108,16865,4,8
43120,120,26036,6,1
43120,28,14380,2,5
43120,214,27348,2,3
43120,63,12706,2,8
43120,104,13041,2,1
43121,138,22344,8,2
43121,117,17131,5,8
43121,157,14622,6,19
43121,108,13980,1,6
43121,286,16761,8,1
43121,191,22725,1,14
43121,280,26880,10,8
43121,18,27459,6,10
43121,193,27089,4,5
43121,101,15925,3,1
43121,43,15054,10,1
43121,100,11766,7,18
43121,177,13553,5,15
43122,70,15915,4,18
43122,218,13360,7,11
43122,223,12475,10,20
43122,137,20721,5,11
43122,16,19370,9,16
43122,77,23321,2,16
43122,210,27427,1,20
43122,77,27589,8,8
43122,120,25371,8,9
43122,149,14415,1,1
43122,236,17911,4,18
43122,149,27561,2,4
43122,8,11415,5,14
43122,280,19447,10,15
43122,285,25714,7,18
43122,122,18162,6,19
43122,107,12315,7,16
43122,193,28355,1,3
43123,161,16926,2,14
43123,222,14188,3,10
43123,255,21678,3,14
43123,268,22634,5,7
43123,102,22538,1,20
43123,154,13591,7,4
43123,259,26787,6,20
43123,13,13418,4,5
43123,139,11286,2,14
43123,55,24816,4,12
43124,152,24229,8,6
43124,264,18697,9,20
43124,249,22832,10,9
43124,118,11347,7,4
43124,138,14728,7,11
43124,68,23908,7,1
43124,101,11864,7,9
43124,198,14211,10,7
43124,77,23321,2,1
43124,211,21239,5,2
43124,71,18127,9,1
43124,199,13737,1,19
43124,42,27621,5,10
43124,172,16151,1,6
43124,44,18604,7,4
43124,141,16957,2,3
43124,27,16614,8,4
43124,24,13108,2,18
43125,122,23720,10,19
43125,209,23770,4,6
43125,172,13825,6,10
43125,223,26874,9,14
43125,160,22914,9,7
43125,1,20819,4,6
43125,77,21141,4,8
43125,128,24570,4,14
43125,249,18831,10,7
43125,47,14615,3,4
43125,207,16064,1,12
43125,272,11085,6,19
43125,17,16746,7,18
43126,8,17605,9,8
43126,118,13823,2,7
43126,89,11450,8,3
43126,141,27300,3,3
43126,145,23149,1,6
43126,80,18203,6,14
43126,75,18581,8,19
43126,167,19997,4,17
43127,200,27551,10,4
43127,257,29192,8,5
43127,123,27502,1,16
43127,17,29187,5,17
43127,59,14563,1,10
43127,16,18787,5,9
43127,234,18288,2,17
43127,221,12227,7,12
43127,266,18273,8,1
43127,44,15538,8,20
43127,100,13276,3,14
43127,24,18877,10,15
43127,97,15208,5,20
43127,219,20759,5,12
43128,195,15745,10,1
43128,43,28932,3,13
43128,36,13710,5,9
43128,16,18787,5,7
43128,61,19012,7,1
43128,107,14155,9,7
43128,32,19642,2,2
43128,155,21837,6,13
43128,27,27316,8,6
43128,146,25598,3,4
43129,99,14079,8,19
43129,11,25878,10,12
43129,264,21570,4,7
43129,1,24322,7,2
43129,229,11857,1,16
43129,151,28676,10,10
43129,95,22845,4,10
43129,225,14154,6,16
43129,164,20850,9,2
43130,106,20018,3,3
43130,259,11825,2,8
43130,158,14464,3,7
43130,148,25724,4,2
43130,85,21543,6,12
43130,5,21843,2,17
43130,256,13785,2,3
43130,291,27436,10,20
43130,13,24232,8,12
43130,245,12773,3,10
43130,271,18637,9,9
43130,182,13068,8,13
43130,271,19785,5,3
43130,9,17498,9,10
43130,233,23857,4,6
43130,154,26000,7,1
43130,101,17747,4,5
43130,27,17946,10,12
43130,49,21671,5,14
43131,98,16967,5,4
43131,94,18344,9,3
43131,223,12904,7,6
43131,50,13699,5,3
43131,1,19635,9,12
43131,246,20319,8,18
43131,103,17359,5,2
43131,109,19015,2,13
43131,59,14778,2,12
43131,153,28384,2,2
43131,246,16949,5,1
43131,69,20038,4,20
43131,226,19783,9,3
43131,143,28324,6,11
43131,30,29241,4,12
43132,87,11576,4,10
43132,279,19118,2,3
43132,106,24092,1,6
43132,130,26249,10,10
43132,159,20284,1,1
43132,273,16041,5,10
43132,288,11406,4,6
43132,63,26138,9,4
43132,140,26916,7,3
43132,211,24973,7,7
43132,14,25631,10,9
43132,56,23407,6,5
43132,125,29261,5,7
43132,56,24822,8,1
43133,21,27326,6,1
43133,143,24103,7,5
43133,273,13155,2,8
43133,238,26613,4,4
43133,58,11139,3,1
43133,57,26763,6,10
43133,56,15251,1,1
43133,118,23660,3,9
43133,90,29419,2,9
43133,260,24728,4,9
43133,67,18777,5,5
43133,197,21685,5,4
43134,76,28919,4,5
43134,234,18288,2,8
43134,251,12769,4,8
43134,193,19920,4,9
43134,51,22971,9,1
43134,239,20089,2,1
43134,26,12357,1,10
43134,221,28691,9,3
43134,156,13734,1,10
43134,3,18852,10,8
43134,289,21922,7,5
43134,232,23783,9,5
43134,23,15377,7,10
43134,153,17488,4,2
43134,157,24025,3,1
43134,275,13402,1,6
43135,186,14058,4,3
43135,102,23349,2,7
43135,229,11857,1,2
43135,176,20753,5,6
43135,66,28187,10,4
43135,57,27656,6,5
43135,72,22353,9,5
43135,256,27551,9,10
43135,79,20791,4,7
43135,35,14556,7,10
43135,7,22415,10,7
43135,193,23513,8,4
43135,81,28049,4,7
43135,232,19291,7,4
43136,132,25547,6,8
43136,250,27318,5,6
43136,57,29147,2,1
43136,257,13574,10,1
43136,176,28955,7,3
43136,225,26603,10,9
43136,156,12001,7,3
43136,180,15565,4,9
43136,17,16139,5,8
43136,24,16404,5,10
43136,257,11772,5,4
43136,177,20219,6,6
43136,224,20279,7,4
43136,203,11556,7,9
43136,285,20933,1,6
43137,283,26416,9,10
43137,114,15228,4,6
43137,287,18639,3,6
43137,235,13465,5,1
43137,262,17161,10,7
43137,24,14676,9,4
43137,233,21409,7,5
43137,99,29164,3,3
43137,208,17921,10,10
43137,122,20904,3,7
43137,127,29238,9,10
43137,29,14985,7,1
43137,73,27918,4,10
43137,24,19584,8,9
43137,256,16333,6,6
43137,188,15216,1,2
43138,195,19621,7,5
43138,233,15379,4,7
43138,195,22961,2,3
43138,230,16546,9,8
43138,199,18350,7,2
43138,60,28426,4,2
43138,160,17297,9,9
43138,281,14529,6,7
43138,195,13505,2,3
43138,116,17817,3,4
43138,103,18544,10,8
43138,228,11965,3,7
43138,178,25009,3,2
43138,104,11228,5,3
43139,161,21652,6,3
43139,87,19632,6,10
43139,211,23406,1,8
43139,156,17697,5,3
43139,68,28705,6,8
43139,15,27422,4,3
43139,88,23244,8,3
43139,33,22777,10,1
43139,186,19189,3,9
43139,74,15778,4,10
43139,135,11511,2,5
43140,186,11299,2,3
43140,135,12006,5,8
43140,237,28437,10,4
43140,208,25498,9,4
43140,164,25030,4,2
43140,31,21496,5,8
43140,121,12954,10,4
43140,198,25297,2,4
43141,56,14682,6,9
43141,245,27576,5,3
43141,91,23536,5,3
43141,129,17667,2,4
43141,71,14254,4,2
43141,254,28347,3,1
43141,218,24482,5,3
43141,102,22538,1,1
43141,114,26545,2,1
43141,68,11291,9,7
43141,154,13535,7,8
43141,8,19683,9,7
43141,138,29214,4,1
43141,206,14243,6,7
43141,79,27539,4,2
43141,198,12564,8,8
43141,204,19623,1,2
43141,31,28106,7,9
43142,151,25529,2,1
43142,183,22605,9,8
43142,145,21407,3,6
43142,44,24117,5,1
43142,34,29366,1,10
43142,24,14666,6,4
43142,129,11329,4,9
43142,123,26503,8,8
43142,196,25892,7,3
43142,261,26056,5,4
43142,138,15051,6,2
43142,26,24757,2,7
43142,251,24918,10,5
43142,11,15393,7,9
43142,68,16165,4,5
43142,205,16797,8,2
43142,62,22194,1,6
43142,196,23876,3,6
43142,130,28249,1,1
43142,154,14856,4,1
43142,261,24972,6,1
43142,62,16652,2,10
43142,82,27596,10,7
43142,228,21611,2,7
43143,3,20394,3,7
43143,37,27719,5,6
43143,73,27915,2,6
43143,167,17649,9,1
43144,154,15053,5,8
43144,129,15918,8,10
43144,231,21168,8,7
43144,175,12148,8,5
43144,144,25607,9,6
43144,22,25882,6,10
43144,120,25371,8,1
43144,132,18239,6,7
43144,176,27743,5,6
43144,289,28332,5,3
43144,168,26784,5,4
43144,238,20688,5,10
43144,27,23585,3,7
43144,224,26995,4,6
43145,273,16041,5,3
43145,124,23232,2,10
43145,107,24005,8,9
43145,7,22564,4,9
43145,214,21271,5,2
43145,174,13516,2,1
43145,214,14391,2,7
43145,290,16904,7,9
43145,39,20927,4,7
43145,140,19516,2,10
43145,270,13573,5,1
43145,183,11238,5,3
43145,267,25111,2,2
43145,157,19858,3,8
43145,282,19012,5,6
43146,10,25229,3,5
43146,131,20603,9,3
43146,261,26486,7,7
43146,180,21846,6,2
43146,236,17911,4,10
43146,179,23115,6,2
43146,243,19766,1,3
43146,135,28173,1,3
43146,70,18635,10,6
43146,10,18766,4,8
43146,73,19557,4,8
43146,226,26029,8,6
43146,70,17921,8,4
43147,246,20181,6,10
43147,53,27103,7,2
43147,40,13960,7,5
43147,34,29366,1,3
43147,9,11680,8,8
43147,289,26801,2,10
43147,187,23332,5,7
43147,251,14730,1,1
43147,232,21575,5,2
43147,74,24509,9,2
43147,21,15684,2,5
43147,289,22119,2,1
43147,98,12925,10,10
43147,183,16604,4,5
43147,66,13405,5,8
43148,77,27274,2,4
43148,215,18407,3,5
43148,283,22834,1,7
43148,115,28225,3,3
43148,257,29192,8,8
43148,162,28498,3,4
43148,195,18091,2,6
43148,94,18185,6,4
43148,73,25612,9,6
43148,104,25985,8,8
43149,1,20819,4,10
43149,245,18614,5,10
43149,77,27589,8,10
43149,291,27436,10,10
43149,193,15386,2,9
43149,136,25147,2,8
43149,269,28342,1,1
43149,150,27923,4,7
43149,67,16591,1,8
43149,50,21405,5,4
43149,291,14944,3,3
43150,6,28945,4,7
43150,240,22690,7,9
43150,250,11742,9,1
43150,216,20667,7,7
43150,74,24416,2,7
43150,41,15094,7,9
43150,58,16331,8,8
43150,234,19643,7,5
43150,53,20407,4,10
43150,97,21726,1,1
43151,27,20525,10,5
43151,94,16883,10,7
43151,39,20927,4,5
43151,107,23179,9,5
43151,46,24643,8,10
43151,286,14800,5,6
43151,185,13747,8,4
43151,168,25608,8,3
43151,257,27777,6,2
43151,61,12059,1,9
43152,261,23913,9,4
43152,46,24643,8,4
43152,265,11852,2,10
43152,88,20272,3,9
43152,155,17102,2,10
43152,68,18962,1,8
43152,6,28598,9,1
43152,15,11325,8,1
43152,210,25352,9,4
43153,277,25128,6,8
43153,38,15639,5,9
43153,154,13591,7,1
43153,254,12134,3,6
43153,195,26569,2,2
43153,150,13643,7,10
43153,193,12785,8,9
43153,224,25472,9,4
43153,1,23314,10,7
43153,119,28489,2,9
43153,80,25512,9,8
43153,73,13618,8,1
43154,40,14989,5,1
43154,111,28181,2,10
43154,18,14924,2,3
43154,82,26047,6,7
43154,80,18832,4,1
43154,5,21843,2,4
43154,119,28489,2,5
43154,206,27121,1,8
43154,109,13400,4,1
43154,30,15576,4,1
43154,288,29127,7,5
43154,149,23217,6,9
43154,201,20555,8,2
43155,59,20501,4,7
43155,292,25053,7,4
43155,147,14761,7,5
43155,236,23904,4,5
43155,14,15147,10,2
43155,169,21726,5,4
43155,205,18657,4,5
43155,78,21606,2,5
43155,92,22092,8,1
43155,156,17697,5,7
43155,7,22564,4,2
43155,38,17740,5,4
43155,129,13732,4,3
43155,17,13962,1,7
43155,277,26110,4,2
43155,215,18494,10,8
43155,189,24864,2,7
43155,256,25036,8,5
43156,64,25556,7,8
43156,132,20218,8,8
43156,83,22507,9,7
43156,10,15324,2,7
43156,85,12209,10,9
43156,27,13360,1,8
43156,111,25371,5,7
43156,230,27370,4,8
43156,217,21486,2,8
43156,226,14578,9,6
43157,107,14685,1,1
43157,241,18308,8,9
43157,43,28472,2,4
43157,127,29238,9,9
43157,221,13259,4,5
43157,50,12287,7,5
43157,170,19724,10,2
43157,108,21204,6,1
43157,149,22528,2,2
43157,287,11566,3,6
43157,170,15809,10,7
43157,259,16018,9,8
43157,40,13960,7,1
43157,28,13449,5,3
43157,240,12187,6,5
43157,219,23728,3,1
43158,64,18264,8,6
43158,66,13629,2,2
43158,109,19015,2,1
43158,273,13155,2,7
43158,59,20501,4,9
43158,39,14821,2,7
43158,247,15471,8,9
43158,6,24934,1,5
43158,30,20016,10,6
43158,121,27334,3,4
43158,279,18369,10,2
43158,148,16089,9,5
43158,238,24770,5,7
43158,111,14307,3,3
43158,8,22260,2,4
43158,200,11184,3,8
43158,39,21154,1,6
43159,85,16524,7,3
43159,38,17740,5,5
43159,271,18637,9,8
43159,227,14016,5,4
43159,9,11680,8,2
43159,233,15379,4,4
43159,154,15053,5,4
43159,85,20849,7,8
43159,226,20575,9,7
43159,168,28656,9,8
43159,42,26603,5,6
43159,242,29425,3,6
43159,157,11950,8,5
43159,281,17013,4,10
43159,196,25086,4,2
43159,168,14719,6,2
43159,86,21134,3,6
43159,245,12826,7,6
43159,167,19555,10,7
43159,50,16255,5,9
43159,140,19516,2,3
43159,146,28472,3,5
43159,50,14182,5,4
43159,236,15910,4,5
43160,130,13894,10,12
43160,103,26645,8,5
43160,122,15747,9,14
43160,172,12378,8,7
43160,95,28767,9,12
43160,157,17703,2,12
43160,166,29190,4,1
43160,142,22828,10,4
43160,232,21339,5,4
43160,199,24886,4,2
43160,95,24596,2,13
43160,203,13701,5,3
43160,75,24295,5,1
43160,97,11544,7,19
43161,209,29027,1,6
43161,27,18238,7,14
43161,77,17727,8,13
43161,78,21148,7,4
43161,200,18833,2,18
43161,74,17533,6,8
43161,72,23211,10,14
43161,73,11744,5,13
43161,94,27391,6,16
43161,25,23389,7,7
43161,36,22367,5,13
43161,122,19425,5,20
43161,119,14352,5,2
43161,261,19395,5,6
43161,137,14703,1,1
43161,251,26255,1,12
43162,249,21645,5,18
43162,122,17763,8,10
43162,186,23585,10,14
43162,144,13473,10,8
43162,7,26097,9,1
43162,182,13068,8,17
43162,219,15186,1,10
43162,248,17642,6,18
43162,238,24516,2,7
43162,245,23153,4,14
43162,67,16096,2,10
43162,36,19169,9,11
43162,163,26803,7,1
43162,263,18363,9,5
43163,109,13125,3,11
43163,157,26840,1,19
43163,256,27551,9,4
43163,8,13552,2,7
43163,96,22397,1,3
43163,74,13258,2,3
43163,158,13821,1,8
43163,284,23999,6,7
43163,216,11373,3,20
43163,218,28312,3,14
43163,87,19679,7,9
43163,128,11677,9,11
43163,236,11868,4,15
43163,241,22205,4,20
43164,46,18823,3,18
43164,43,14536,3,16
43164,40,18498,2,19
43164,165,23204,2,10
43164,167,26623,9,20
43164,37,24212,2,10
43164,293,20312,3,4
43164,141,16970,5,10
43164,84,25312,8,3
43164,258,16339,5,6
43164,46,26186,8,19
43164,227,14802,9,2
43164,48,19743,4,9
43164,120,27325,10,6
43164,52,19200,9,10
43164,230,21109,6,19
43164,100,25756,4,13
43165,126,17094,9,7
43165,265,15095,10,7
43165,289,26801,2,15
43165,250,19543,8,11
43165,40,15113,3,19
43165,121,28337,4,1
43165,184,13111,1,18
43165,21,26944,10,8
43165,257,12930,4,16
43165,275,16436,1,19
43165,76,28919,4,12
43165,90,20315,8,9
43165,75,18298,10,10
43165,26,17414,5,17
43165,181,21654,10,19
43165,281,12172,3,14
43165,173,23200,2,18
43165,4,14579,2,15
43165,88,22266,6,19
43165,147,19127,1,1
43165,2,11582,9,2
43166,141,11132,7,15
43166,253,27241,3,4
43166,117,24626,4,1
43166,25,25750,7,16
43166,89,20612,10,8
43166,246,24506,6,19
43166,110,17044,3,19
43166,35,24851,2,9
43166,100,18116,1,5
43166,39,22934,2,18
43167,275,11528,3,8
43167,98,24679,1,2
43167,94,28882,6,1
43167,193,15923,2,13
43167,221,12227,7,6
43167,14,13741,5,9
43167,80,18832,4,13
43167,195,18692,2,10
43167,237,27431,10,12
43167,113,26783,3,4
43167,43,21425,7,16
43168,118,14179,9,14
43168,241,18486,6,16
43168,218,13360,7,11
43168,205,20602,10,19
43168,273,22960,7,9
43168,10,18647,3,13
43168,250,18353,9,16
43168,114,15379,10,16
43168,17,17028,10,11
43168,266,12962,2,20
43168,18,28852,4,20
43168,73,23397,7,3
43168,228,11385,3,1
43169,261,21670,1,19
43169,73,13284,6,8
43169,116,17703,2,6
43169,20,18121,9,19
43169,89,29139,10,17
43169,243,22376,7,17
43169,195,15745,10,20
43169,158,14464,3,2
43169,79,28950,1,16
43169,140,23713,8,17
43169,95,22714,1,14
43169,16,14675,2,2
43169,161,21687,6,9
43170,287,20903,8,13
43170,122,12519,8,13
43170,106,26092,6,4
43170,206,24748,6,7
43170,198,13501,8,16
43170,242,13395,8,7
43170,233,21409,7,7
43170,215,28910,6,8
43170,143,14950,1,5
43170,273,12519,2,1
43170,109,18302,9,16
43170,199,22737,7,19
43170,164,18143,2,12
43170,99,12650,7,19
43170,204,21920,9,7
43170,134,15302,6,2
43171,173,21085,2,20
43171,243,19766,1,9
43171,198,20520,6,4
43171,171,12156,1,5
43171,161,15344,10,15
43171,56,17429,10,6
43171,135,14737,1,10
43171,280,21136,2,4
43171,121,26829,4,13
43171,186,15472,6,13
43171,157,14622,6,2
43171,21,25467,6,3
43171,113,27272,1,11
43171,139,17396,2,4
43172,79,28950,1,8
43172,161,17383,5,18
43172,114,11361,6,2
43172,45,24851,7,16
43172,36,13710,5,13
43172,28,11523,1,1
43172,133,15333,4,18
43172,108,12393,6,3
43172,11,26373,9,18
43172,97,27880,5,20
43172,287,24419,2,4
43172,274,25552,8,13
43172,147,24832,4,12
43173,12,28489,2,18
43173,59,14778,2,19
43173,260,15825,4,10
43173,89,20612,10,13
43173,228,23133,9,6
43173,193,15386,2,19
43173,211,21239,5,3
43173,7,13461,9,3
43173,162,28498,3,18
43173,142,22828,10,16
43173,21,14670,3,4
43173,192,17210,5,9
43173,179,23240,10,1
43173,67,28244,2,19
43173,210,11845,6,1
43173,111,16150,2,4
43173,268,12762,10,5
43174,82,23057,7,7
43174,265,21019,8,17
43174,270,13573,5,7
43174,205,20602,10,20
43174,166,22271,7,6
43174,210,27427,1,20
43174,108,26993,10,15
43174,47,19645,7,9
43174,214,26598,8,12
43174,247,28174,4,13
43174,159,24120,4,10
43174,152,27076,10,13
43174,45,11853,6,7
43175,155,22238,7,8
43175,276,14056,6,20
43175,186,27460,5,6
43175,142,26992,3,16
43175,44,24723,3,10
43175,199,13739,2,6
43175,182,15071,9,12
43175,203,19573,3,9
43175,120,12886,3,12
43175,71,27388,6,10
43175,123,16685,8,10
43175,215,21435,3,9
43175,206,12348,9,16
43175,111,11595,6,16
43175,204,22035,10,5
43175,262,26260,10,10
43175,67,11946,6,19
43175,85,17180,8,9
43175,177,29037,1,6
43175,107,22469,5,16
43176,132,23625,7,17
43176,75,15900,3,2
43176,188,29079,5,18
43176,181,22951,6,4
43176,136,25147,2,11
43176,273,22960,7,16
43176,245,27965,7,7
43176,265,11852,2,3
43176,206,17961,1,4
43176,204,24722,6,7
43176,104,18274,4,13
43176,271,21222,1,10
43176,48,26775,9,19
43176,285,22744,1,18
43177,283,18179,8,14
43177,177,11173,8,5
43177,215,28910,6,9
43177,158,28163,10,14
43177,74,17533,6,16
43177,207,17969,2,13
43177,275,28828,6,4
43177,239,13633,1,1
43177,173,15680,7,3
43178,244,12423,1,2
43178,219,24429,9,19
43178,107,24463,5,19
43178,195,12590,2,12
43178,115,29249,2,16
43178,293,22397,6,17
43178,92,11552,2,11
43178,216,13904,3,7
43178,186,11238,4,11
43178,117,17131,5,7
43178,9,23775,4,20
43178,67,12756,2,5
43178,80,21820,3,17
43178,148,17247,7,8
43179,70,19338,1,5
43179,229,19526,7,9
43179,284,21076,3,16
43179,83,27980,9,14
43179,66,13629,2,1
43179,179,23073,6,14
43179,149,19349,10,10
43179,54,13387,6,11
43179,139,26800,5,7
43179,209,11373,3,8
43179,75,17972,6,6
43179,190,14877,7,2
43180,172,27274,7,7
43180,230,24624,8,10
43180,248,28146,10,8
43180,152,22337,7,2
43180,187,23332,5,19
43180,135,14033,5,1
43180,235,13465,5,10
43180,248,18444,6,16
43180,193,15854,2,16
43180,121,16234,4,10
43180,263,13964,1,12
43180,217,23929,8,5
43180,85,11159,6,1
43180,130,24534,3,19
43181,202,17846,3,5
43181,19,16497,2,8
43181,262,24983,10,13
43181,39,14821,2,3
43181,133,11552,8,14
43181,64,18264,8,20
43181,293,20312,3,1
43181,41,22611,9,9
43181,77,11739,9,4
43181,155,22968,5,18
43182,103,21331,5,6
43182,288,25372,6,9
43182,214,23479,4,4
43182,9,28375,5,14
43182,128,24784,1,3
43182,251,24918,10,6
43182,58,27044,5,10
43182,168,21055,5,9
43182,244,20658,3,13
43182,108,26993,10,17
43182,176,13218,5,1
43182,47,21175,7,6
43182,6,28945,4,20
43182,157,26840,1,2
43182,40,18498,2,1
43182,265,11320,2,17
43182,167,22354,2,1
43182,207,15568,5,12
43182,27,21072,4,10
43183,276,19704,7,10
43183,263,17015,4,17
43183,79,20791,4,16
43183,129,13732,4,19
43183,149,27561,2,11
43183,283,18179,8,10
43183,52,25605,1,7
43183,136,23451,3,16
43183,14,20347,4,7
43183,55,16385,7,14
43183,101,17770,3,5
43184,90,16278,1,4
43184,176,24063,3,11
43184,60,25642,1,2
43184,74,13258,2,11
43184,53,18323,1,2
43184,65,23201,4,5
43184,200,29165,7,11
43184,73,12647,4,15
43184,50,15738,7,4
43184,160,12383,3,10
43184,52,25250,2,3
43184,111,19038,9,6
43184,142,23567,9,5
43184,24,17035,3,8
43185,118,15047,3,12
43185,217,18277,6,16
43185,242,19787,1,3
43185,56,17429,10,19
43185,46,22503,4,6
43185,276,26512,5,8
43185,78,12003,7,8
43185,110,29186,6,13
43185,292,24338,6,6
43185,250,16527,9,17
43185,27,11194,7,9
43185,29,21525,3,8
43185,108,14521,8,5
43186,68,28705,6,16
43186,42,18657,2,15
43186,140,18324,9,9
43186,64,14601,1,7
43186,82,20284,7,5
43186,152,26444,9,13
43186,167,24730,7,20
43186,227,17208,8,16
43186,292,17365,9,14
43186,141,27300,3,20
